Navn;Type;SognNavn;SognKode;KommuneNavn;KommuneKode;RegionNavn;RegionKode;Kopieringsdato
Stenskov;Skov/Plantage;Rislev;7517;Næstved;370;Region Sjælland;1085;23. maj 2013
Stenskov;Skov/Plantage;Holsted;9162;Næstved;370;Region Sjælland;1085;23. maj 2013
Stenskov;Skov/Plantage;Everdrup;7472;Næstved;370;Region Sjælland;1085;23. maj 2013
Stenskov;Skov/Plantage;Mogenstrup;7503;Næstved;370;Region Sjælland;1085;23. maj 2013
Stenskov Bjerg;Bakke;Agerskov;8956;Tønder;550;Region Syddanmark;1083;23. maj 2013
Stenskov Huse;By;Stenstrup;7686;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stenskrog;Spredt bebyggelse;Torslev;8445;Frederikshavn;813;Region Nordjylland;1081;23. maj 2013
Stensmark;Herregård;Hammelev;8232;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Stensmark;Spredt bebyggelse;Hammelev;8232;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Stensnæs Flak;Undersøisk grund;NULL;;NULL;0;NULL;;23. maj 2013
Stensore;Skov/Plantage;Sakskøbing;7642;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Stenstrup;By;Rønnebæk;7500;Næstved;370;Region Sjælland;1085;23. maj 2013
Stenstrup;By;Kirkeby;7685;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stenstrup;By;Højby;7261;Odsherred;306;Region Sjælland;1085;23. maj 2013
Stenstrup;By;Lynge;7386;Sorø;340;Region Sjælland;1085;23. maj 2013
Stenstrup;By;Jungshoved;7471;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Stenstrup;By;Lunde;7687;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stenstrup;By;Stenstrup;7686;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stenstrup;Bydel;Hornbæk;7441;Helsingør;217;Region Hovedstaden;1084;23. maj 2013
Stenstrup;Sogn;NULL;;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stenstrup;Spredt bebyggelse;Rostrup;8308;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Stenstrup Hede;Spredt bebyggelse;Rostrup;8308;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Stenstrup Lyng;Sommerhusbebyggelse;Højby;7261;Odsherred;306;Region Sjælland;1085;23. maj 2013
Stenstrup Skovvænge;Spredt bebyggelse;Jungshoved;7471;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Stenstrup Syd;Standsningssted;Kirkeby;7685;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stensvang;Spredt bebyggelse;Felsted;9023;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Stensved;By;Øster Egesborg;7479;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Stensved;By;Stensby;9109;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Stensvig Odde;Odde;Hee;8752;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Stentoft;By;Løjt;9012;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Stenum;By;Stenum;8413;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Stenum;Sogn;NULL;;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Stenum Hede;Spredt bebyggelse;Stenum;8413;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Stenumgårds Plantage;Skov/Plantage;Vemb;8828;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Stenvad;By;Stenvad;9159;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Stenvad;Sogn;NULL;;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Stenvad;Spredt bebyggelse;Vrå;8414;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stenvad Gårde;Bydel;Glud;7962;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Stenvad Hede;Spredt bebyggelse;Vrå;8414;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Em;8415;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Serritslev;8403;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Serritslev;8403;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Em;8415;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Vrå;8414;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Vrå;8414;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Sejlstrup;8409;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Sejlstrup;8409;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Vejby;8408;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stenvad Å;Bæk;Vejby;8408;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Stenøre;Bydel;Fur;8548;Skive;779;Region Midtjylland;1082;23. maj 2013
Stepping;By;Stepping;8983;Kolding;621;Region Syddanmark;1083;23. maj 2013
Stepping;Sogn;NULL;;Kolding;621;Region Syddanmark;1083;23. maj 2013
Sterup;By;Jerslev;8416;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Sterup Vestermark;Spredt bebyggelse;Jerslev;8416;Brønderslev;810;Region Nordjylland;1081;23. maj 2013
Stestrup;By;Kirke Eskilstrup;7287;Holbæk;316;Region Sjælland;1085;23. maj 2013
Stestrup Bjerg;Spredt bebyggelse;Kirke Eskilstrup;7287;Holbæk;316;Region Sjælland;1085;23. maj 2013
Stestrup Old;Spredt bebyggelse;Kirke Eskilstrup;7287;Holbæk;316;Region Sjælland;1085;23. maj 2013
Stevelt;By;Øsby;8968;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Stevn;Spredt bebyggelse;Vive;8307;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Stevning;By;Svenstrup;9000;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Stevning Dam;Sø ID;Hammelev;8973;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Stevning Nor;Bugt;NULL;;NULL;0;NULL;;23. maj 2013
Stevning Næs;Næs;Svenstrup;9000;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Stevningnor;By;Svenstrup;9000;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Stevns;Kommune;NULL;;NULL;0;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Frøslev;7551;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Frøslev;7551;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Varpelev;7498;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Varpelev;7498;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Hellested;7526;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Hellested;7526;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Strøby;7497;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Strøby;7497;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Lille Heddinge;7493;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Lille Heddinge;7493;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Spjellerup;7524;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Spjellerup;7524;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Havnelev;7494;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Havnelev;7494;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Smerup;7525;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Smerup;7525;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Lyderslev;7550;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Lyderslev;7550;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Højerup;7549;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Højerup;7549;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Holtug;7496;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Holtug;7496;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Store Heddinge;7548;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Store Heddinge;7548;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Magleby Stevns;7495;Stevns;336;Region Sjælland;1085;23. maj 2013
Stevns;Landsdel;Magleby Stevns;7495;Faxe;320;Region Sjælland;1085;23. maj 2013
Stevnstrup;By;Grensten;8630;Randers;730;Region Midtjylland;1082;23. maj 2013
Sthens;Sogn;NULL;;Helsingør;217;Region Hovedstaden;1084;23. maj 2013
Stibanken;By;Østofte;7665;Lolland;360;Region Sjælland;1085;23. maj 2013
Stibanken;By;Ryde;7635;Lolland;360;Region Sjælland;1085;23. maj 2013
Stibjerg;By;Store Tåstrup;7288;Holbæk;316;Region Sjælland;1085;23. maj 2013
Stidsholt;Spredt bebyggelse;Volstrup;8443;Frederikshavn;813;Region Nordjylland;1081;23. maj 2013
Stiftshøje;Spredt bebyggelse;Janderup;8874;Varde;573;Region Syddanmark;1083;23. maj 2013
Stige;Bydel;Lumby;7844;Odense;461;Region Syddanmark;1083;23. maj 2013
Stigmose;Mose/Sump;Søby;7805;Assens;420;Region Syddanmark;1083;23. maj 2013
Stigmose;Spredt bebyggelse;Flemløse;7818;Assens;420;Region Syddanmark;1083;23. maj 2013
Stigs Bjergby;By;Stigs Bjergby;7301;Holbæk;316;Region Sjælland;1085;23. maj 2013
Stigs Bjergby;Sogn;NULL;;Holbæk;316;Region Sjælland;1085;23. maj 2013
Stigsholm Sø;Sø ID;Grædstrup;7991;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Stigsholm Sø;Sø ID;Klovborg;8005;Horsens;615;Region Midtjylland;1082;23. maj 2013
Stigsholm Sø;Sø ID;Klovborg;8005;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Stigsholm Sø;Sø ID;Grædstrup;7991;Horsens;615;Region Midtjylland;1082;23. maj 2013
Stigsnæs;Halvø;Magleby;7325;Slagelse;330;Region Sjælland;1085;23. maj 2013
Stihøj;By;Flemløse;7818;Assens;420;Region Syddanmark;1083;23. maj 2013
Stilbjerg;Gravhøj;Varde;8873;Varde;573;Region Syddanmark;1083;23. maj 2013
Stilbjerg;Spredt bebyggelse;Ringive;7982;Vejle;630;Region Syddanmark;1083;23. maj 2013
Stilde Å;Bæk;Brørup;8926;Vejen;575;Region Syddanmark;1083;23. maj 2013
Stilde Å;Bæk;Lindknud;8925;Vejen;575;Region Syddanmark;1083;23. maj 2013
Stilhøjt;By;Klakring;7959;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Stillebæk;By;Veflinge;7866;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Stilling;Bydel;Stilling;8010;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Stilling;Sogn;NULL;;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Stilling Sø;Sø ID;Vitved;8036;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Stilling Sø;Sø ID;Stilling;8010;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Stillinge Strand;Sommerhusbebyggelse;Kirke Stillinge;7359;Slagelse;330;Region Sjælland;1085;23. maj 2013
Stilund;Spredt bebyggelse;Gesten;8938;Vejen;575;Region Syddanmark;1083;23. maj 2013
Stimose;By;Harndrup;7831;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Stinesminde;By;Oue;8309;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Stingsted Skov;Skov/Plantage;Veflinge;7866;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Stingsted Skov;Skov/Plantage;Hårslev;7864;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Stisager;Spredt bebyggelse;Fur;8548;Skive;779;Region Midtjylland;1082;23. maj 2013
Stistrup;Spredt bebyggelse;Fovlum;8284;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Stistrup Møllebæk;Bæk;Fovlum;8284;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Stistrup Møllebæk;Bæk;Farsø;8282;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Stistrup Å;Bæk;Fovlum;8284;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Stistrup Å;Bæk;Farsø;8282;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Stistrup Å;Bæk;Strandby;8281;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Stivelshuse;By;Flødstrup;7727;Nyborg;450;Region Syddanmark;1083;23. maj 2013
Stivænge;Spredt bebyggelse;Øster Egesborg;7479;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Stjerslev;By;Gøttrup;8717;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Stjovl;By;Bjerreby;7692;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stjovl Knude;Pynt;Bjerreby;7692;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stjær;By;Stjær;8084;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Stjær;Sogn;NULL;;Skanderborg;746;Region Midtjylland;1082;23. maj 2013
Stobdrup Gårde;Spredt bebyggelse;Rud;8144;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Stodbjerg;Bakke;Venø;8855;Struer;671;Region Midtjylland;1082;23. maj 2013
Stodhøj;Bydel;Klim;8711;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Stoense;Bydel;Stoense;7704;Langeland;482;Region Syddanmark;1083;23. maj 2013
Stoense;Sogn;NULL;;Langeland;482;Region Syddanmark;1083;23. maj 2013
Stoholm;By;Stoholm;8500;Viborg;791;Region Midtjylland;1082;23. maj 2013
Stoholm;By;Smollerup;8505;Viborg;791;Region Midtjylland;1082;23. maj 2013
Stoholm;Sogn;NULL;;Viborg;791;Region Midtjylland;1082;23. maj 2013
Stokbro;By;Lendum;9063;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stokbro;By;Hals;8387;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Stokbro Hede;Spredt bebyggelse;Hammer;8384;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Stokbæk;Spredt bebyggelse;Horne;8868;Varde;573;Region Syddanmark;1083;23. maj 2013
Stokbæk;Spredt bebyggelse;Thorstrup;8867;Varde;573;Region Syddanmark;1083;23. maj 2013
Stokholm;By;Harndrup;7831;Middelfart;410;Region Syddanmark;1083;23. maj 2013
Stokholm;Spredt bebyggelse;Sahl;8832;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Stokholm;Spredt bebyggelse;Vebbestrup;8314;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Stokholtshuse;By;Bjernede;7391;Sorø;340;Region Sjælland;1085;23. maj 2013
Stokkebjerg;Bakke;Isenvad;9123;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Stokkebjerg;By;Hjembæk;7297;Holbæk;316;Region Sjælland;1085;23. maj 2013
Stokkebjerg Skov;Skov/Plantage;Egebjerg;7264;Odsherred;306;Region Sjælland;1085;23. maj 2013
Stokkebro;By;Gørløse;7406;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Stokkebro;By;Møgeltønder;9044;Tønder;550;Region Syddanmark;1083;23. maj 2013
Stokkebro;Bydel;Gjerrild;8238;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Stokkeby;By;Rise;7715;Ærø;492;Region Syddanmark;1083;23. maj 2013
Stokkeby Nor;Ager/Mark;Rise;7715;Ærø;492;Region Syddanmark;1083;23. maj 2013
Stokkeby Nor;Ager/Mark;Tranderup;7716;Ærø;492;Region Syddanmark;1083;23. maj 2013
Stokkebæk Huse;By;Hesselager;7772;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stokkebæk Strand;Sommerhusbebyggelse;Hesselager;7772;Svendborg;479;Region Syddanmark;1083;23. maj 2013
Stokkehuse;By;Munke Bjergby;7338;Sorø;340;Region Sjælland;1085;23. maj 2013
Stokkemarke;By;Stokkemarke;7639;Lolland;360;Region Sjælland;1085;23. maj 2013
Stokkemarke;Sogn;NULL;;Lolland;360;Region Sjælland;1085;23. maj 2013
Stokkemarke Skovhuse;By;Stokkemarke;7639;Lolland;360;Region Sjælland;1085;23. maj 2013
Stokkemose;By;Farendløse;7372;Ringsted;329;Region Sjælland;1085;23. maj 2013
Stokkemose;By;Nordrupøster;7371;Ringsted;329;Region Sjælland;1085;23. maj 2013
Stokkerhoved;Spredt bebyggelse;Gammel Haderslev;8962;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Stokkerup;Spredt bebyggelse;Græsted;7432;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Stokkær Odde;Næs;Dragstrup;8677;Morsø;773;Region Nordjylland;1081;23. maj 2013
Stoklund;Spredt bebyggelse;Byrum;8437;Læsø;825;Region Nordjylland;1081;23. maj 2013
Stoksted;By;Tårs;8458;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stoksted Mark;Spredt bebyggelse;Tårs;8458;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Stolbro;By;Egen;9003;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Stolbro Løkke;Spredt bebyggelse;Egen;9003;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Stolbro Næs;Næs;Egen;9003;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Stoldysse Gårde;Spredt bebyggelse;Raklev;7269;Kalundborg;326;Region Sjælland;1085;23. maj 2013
Stolelyng;Bydel;Engholm;9155;Allerød;201;Region Hovedstaden;1084;23. maj 2013
Stollig;By;Løjt;9012;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Stolpegårdshuse;By;Ferslev;7456;Frederikssund;250;Region Hovedstaden;1084;23. maj 2013
Stolpehuse;By;Tårnby;7543;Stevns;336;Region Sjælland;1085;23. maj 2013
Stolpehuse;By;Hårlev;7544;Stevns;336;Region Sjælland;1085;23. maj 2013
Stolpehøj;Gravhøj;Falling;8095;Odder;727;Region Midtjylland;1082;23. maj 2013
Stolsbjerg;Spredt bebyggelse;Gjerlev;8196;Randers;730;Region Midtjylland;1082;23. maj 2013
Stolsbjerg Høje;Gravhøj;Gjerlev;8196;Randers;730;Region Midtjylland;1082;23. maj 2013
Stolsbjerg Høje;Gravhøj;Kærby;8158;Randers;730;Region Midtjylland;1082;23. maj 2013
Stoltelund;Spredt bebyggelse;Tinglev;9061;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Storbjerg;Bakke;Bislev;8342;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Storbæk;Bæk;Oksby;8885;Varde;573;Region Syddanmark;1083;23. maj 2013
Storde;By;Brede;9047;Tønder;550;Region Syddanmark;1083;23. maj 2013
Store Abildbjerg;Bakke;Vorgod;8766;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Store Ajstrup;By;Store Ajstrup;8357;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Ajstrup;Sogn;NULL;;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Almstok;Spredt bebyggelse;Vorbasse;8944;Billund;530;Region Syddanmark;1083;23. maj 2013
Store Andst;By;Andst;8937;Vejen;575;Region Syddanmark;1083;23. maj 2013
Store Anslet;By;Aller;8981;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Store Anslet;By;Fjelstrup;8982;Haderslev;510;Region Syddanmark;1083;23. maj 2013
Store Arden;By;Store Arden;8312;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Store Arden Skov;Skov/Plantage;Store Arden;8312;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Store Avnede;By;Avnede;7627;Lolland;360;Region Sjælland;1085;23. maj 2013
Store Barsbøl;Anden større gård/Proprietærgård;Jels;8977;Vejen;575;Region Syddanmark;1083;23. maj 2013
Store Bavnehøj;Gravhøj;Bregnet;8243;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Store Binderup;By;Binderup;8290;Rebild;840;Region Nordjylland;1081;23. maj 2013
Store Blåkilde;Kilde;Astrup;8311;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Store Bogø;Bakke;Magleby;7712;Langeland;482;Region Syddanmark;1083;23. maj 2013
Store Bredlund;Spredt bebyggelse;Vrads;8007;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Store Brøndum;By;Store Brøndum;8296;Rebild;840;Region Nordjylland;1081;23. maj 2013
Store Brøndum;Sogn;NULL;;Rebild;840;Region Nordjylland;1081;23. maj 2013
Store Bøgeskov;Skov/Plantage;Kirke Flinterup;7341;Sorø;340;Region Sjælland;1085;23. maj 2013
Store Bøgeskov;Skov/Plantage;Kirke Flinterup;7341;Ringsted;329;Region Sjælland;1085;23. maj 2013
Store Bøgeskov;Skov/Plantage;Gyrstinge;7340;Ringsted;329;Region Sjælland;1085;23. maj 2013
Store Bøgeskov;Skov/Plantage;Gyrstinge;7340;Sorø;340;Region Sjælland;1085;23. maj 2013
Store Dalby;By;Store Dalby;7972;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Store Dalby;Sogn;NULL;;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Store Damme;By;Fanefjord;7491;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Store Darum;By;Darum;8899;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Store Dyrehave;Skov/Plantage;Grønnevang;9154;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Store Dyrehave;Skov/Plantage;Præstevang;7417;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Store Dyrehave;Skov/Plantage;Nørre Herlev;7416;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Store Ebberup;By;Bjernede;7391;Sorø;340;Region Sjælland;1085;23. maj 2013
Store Egholm;Ø;Marstal;7714;Ærø;492;Region Syddanmark;1083;23. maj 2013
Store Elmue;By;Roholte;7535;Faxe;320;Region Sjælland;1085;23. maj 2013
Store Emmerske;By;Tønder;9039;Tønder;550;Region Syddanmark;1083;23. maj 2013
Store Enemærke;Skov/Plantage;Kirke Flinterup;7341;Sorø;340;Region Sjælland;1085;23. maj 2013
Store Enemærke;Skov/Plantage;Stenlille;7245;Sorø;340;Region Sjælland;1085;23. maj 2013
Store Favrby;By;Hylleholt;7523;Faxe;320;Region Sjælland;1085;23. maj 2013
Store Fenner;Ager/Mark;Vilslev;8901;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Store Frederikslund;Herregård;Kindertofte;7385;Slagelse;330;Region Sjælland;1085;23. maj 2013
Store Fuglede;By;Store Fuglede;7221;Kalundborg;326;Region Sjælland;1085;23. maj 2013
Store Fuglede;Sogn;NULL;;Kalundborg;326;Region Sjælland;1085;23. maj 2013
Store Fugleø;Ager/Mark;Bøstrup;7702;Langeland;482;Region Syddanmark;1083;23. maj 2013
Store Grandløse;By;Vipperød;9292;Holbæk;316;Region Sjælland;1085;23. maj 2013
Store Grundet;Herregård;Nørremarks;9092;Vejle;630;Region Syddanmark;1083;23. maj 2013
Store Hanstedå;Bæk;Hatting;7964;Horsens;615;Region Midtjylland;1082;23. maj 2013
Store Hanstedå;Bæk;Underup;8056;Horsens;615;Region Midtjylland;1082;23. maj 2013
Store Hanstedå;Bæk;Tamdrup;8054;Horsens;615;Region Midtjylland;1082;23. maj 2013
Store Hanstedå;Bæk;Vor Frelsers;8053;Horsens;615;Region Midtjylland;1082;23. maj 2013
Store Hanstedå;Bæk;Hansted;8047;Horsens;615;Region Midtjylland;1082;23. maj 2013
Store Hanstedå;Bæk;Lundum;8046;Horsens;615;Region Midtjylland;1082;23. maj 2013
Store Harebjerg;Bakke;Gunderup;8318;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Store Hareskov;Skov/Plantage;Værløse;7154;Furesø;190;Region Hovedstaden;1084;23. maj 2013
Store Hareskov;Skov/Plantage;Værløse;7154;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Store Hareskov;Skov/Plantage;Bagsværd;7132;Furesø;190;Region Hovedstaden;1084;23. maj 2013
Store Hareskov;Skov/Plantage;Bagsværd;7132;Gladsaxe;159;Region Hovedstaden;1084;23. maj 2013
Store Havelse;By;Ølsted;7400;Halsnæs;260;Region Hovedstaden;1084;23. maj 2013
Store Havelse Strand;Sommerhusbebyggelse;Ølsted;7400;Halsnæs;260;Region Hovedstaden;1084;23. maj 2013
Store Heddinge;By;Store Heddinge;7548;Stevns;336;Region Sjælland;1085;23. maj 2013
Store Heddinge;Sogn;NULL;;Stevns;336;Region Sjælland;1085;23. maj 2013
Store Heddinge Overdrev;Spredt bebyggelse;Store Heddinge;7548;Stevns;336;Region Sjælland;1085;23. maj 2013
Store Hillerslev;Spredt bebyggelse;Hillerslev;8642;Thisted;787;Region Nordjylland;1081;23. maj 2013
Store Hjøllund;Spredt bebyggelse;Vrads;8007;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Store Hjøllund Plantage;Skov/Plantage;Vrads;8007;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Store Jyndevad;By;Burkal;9056;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Store Kannikegård;Anden større gård/Proprietærgård;Bodilsker;7570;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Store Karleby;By;Kirke Hyllinge;7179;Lejre;350;Region Sjælland;1085;23. maj 2013
Store Karlsminde;Bydel;Torup;7408;Halsnæs;260;Region Hovedstaden;1084;23. maj 2013
Store Keldsbjerg;Bakke;Magleby;7712;Langeland;482;Region Syddanmark;1083;23. maj 2013
Store Klint;Klint;Magleby;7489;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Store Klinteskov;Skov/Plantage;Magleby;7489;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Store Knivsig;Spredt bebyggelse;Ravsted;9060;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Store Kobro;Marsk;Ribe Domsogn;8886;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Store Kongsmark;By;Kirke Stillinge;7359;Slagelse;330;Region Sjælland;1085;23. maj 2013
Store Kvisthus;Spredt bebyggelse;Stenvad;9159;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Store Kvisthus;Spredt bebyggelse;Ørum;8161;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Store Ladager;By;Ejby;7216;Køge;259;Region Sjælland;1085;23. maj 2013
Store Ladegård;Herregård;Slaglille;7390;Sorø;340;Region Sjælland;1085;23. maj 2013
Store Langbjerg;Bakke;Kølkær;9119;Herning;657;Region Midtjylland;1082;23. maj 2013
Store Langkær;By;Brande;7974;Ikast-Brande;756;Region Midtjylland;1082;23. maj 2013
Store Lihme;By;Nørup;7986;Vejle;630;Region Syddanmark;1083;23. maj 2013
Store Lihme Østermark;Spredt bebyggelse;Nørup;7986;Vejle;630;Region Syddanmark;1083;23. maj 2013
Store Lihme Østermark;Spredt bebyggelse;Bredsten;7903;Vejle;630;Region Syddanmark;1083;23. maj 2013
Store Lind;By;Damsholte;7490;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Store Linde;By;Karise;7528;Faxe;320;Region Sjælland;1085;23. maj 2013
